URI,TTL,DNS Record,DNS Value
ayushmanchhabra.com,1799,A,185.199.108.153
ayushmanchhabra.com,1799,A,185.199.109.153
ayushmanchhabra.com,1799,A,185.199.110.153
ayushmanchhabra.com,1799,A,185.199.111.153
ayushmanchhabra.com,1799,MX,10 mail.protonmail.ch.
ayushmanchhabra.com,1799,MX,20 mailsec.protonmail.ch.
ayushmanchhabra.com,1800,NS,dns1.registrar-servers.com.
ayushmanchhabra.com,1800,NS,dns2.registrar-servers.com.
ayushmanchhabra.com,1800,SOA,dns1.registrar-servers.com. hostmaster.registrar-servers.com. 1784518414 43200 3600 604800 3601
